source_term,target_term,suggested_type,reason
環境監控,Environmental monitor,lexical_required,一般英文詞彙或專業用語，可接受合理的單複數、詞性、冠詞或大小寫變化
環境監控記錄,Environment monitoring records,lexical_required,一般英文詞彙或專業用語，可接受合理的單複數、詞性、冠詞或大小寫變化
環境衛生及清潔管理辦法,Environmental sanitation and cleaning management instruction,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
環氧乙烷,"Ethylene Oxide, EO",strict_required,專有名詞、縮寫、代碼或型號，應精確維持指定寫法
環氧乙烷滅菌管制作業辦法,Ethylene oxide sterilization control work instruction,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
瓊脂培養基,agar medium,lexical_required,一般英文詞彙或專業用語，可接受合理的單複數、詞性、冠詞或大小寫變化
瓊脂條帶,agar strips,lexical_required,一般英文詞彙或專業用語，可接受合理的單複數、詞性、冠詞或大小寫變化
生命週期,Life-Cycle,lexical_required,一般英文詞彙或專業用語，可接受合理的單複數、詞性、冠詞或大小寫變化
生物指示劑,"Biological Indicator, BI",strict_required,專有名詞、縮寫、代碼或型號，應精確維持指定寫法
生物相容性評估報告,Biocompatibility evaluation report,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
生物負荷量,Bio-burden,lexical_required,一般品質、法規或製程專業術語，可接受合理的單複數、詞性或語態變化
生產、工程、研發設計、器械開發、品保等單位,"Production, Engineering, Research & Design, Instrument Development, Quality Assurance, and other related divisions",strict_required,正式部門或組織單位名稱，應固定使用指定譯名
生產人員一、二級保養,Level 1~2 maintenance,lexical_required,一般品質、法規或製程專業術語，可接受合理的單複數、詞性或語態變化
生產及服務流程確效作業程序,Production and service process validation procedure,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
生產及服務流程確效評估表,Production and service process validation evaluation form,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
生產和服務軟體風險評估總表,Production and service software risk evaluation master list,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
生產單位,Production Division,strict_required,正式部門或組織單位名稱，應固定使用指定譯名
生產執行,Production implementation,lexical_required,一般動詞或作業用語，可依句型調整時態、語態或詞形
生產工單發行,Release production work order,lexical_required,一般品質、法規或製程專業術語，可接受合理的單複數、詞性或語態變化
生產性物料,Productive material,lexical_required,一般品質、法規或製程專業術語，可接受合理的單複數、詞性或語態變化
生產排程與控制,Production schedule and control,lexical_required,一般品質、法規或製程專業術語，可接受合理的單複數、詞性或語態變化
生產日報控制,Control the daily production report,lexical_required,一般品質、法規或製程專業術語，可接受合理的單複數、詞性或語態變化
生產材料,Productive materials,lexical_required,一般品質、法規或製程專業術語，可接受合理的單複數、詞性或語態變化
生產流程,production process,lexical_required,一般品質、法規或製程專業術語，可接受合理的單複數、詞性或語態變化
生產組,Production Section,strict_required,正式部門或組織單位名稱，應固定使用指定譯名
生產製程變更,Production process change,lexical_required,一般品質、法規或製程專業術語，可接受合理的單複數、詞性或語態變化
生產製造作業,Production work,lexical_required,一般品質、法規或製程專業術語，可接受合理的單複數、詞性或語態變化
生產製造電腦設備,Manufacturing computer device,lexical_required,一般品質、法規或製程專業術語，可接受合理的單複數、詞性或語態變化
生產計劃管制程序,Production planning control procedure,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
生產設備,production equipment,lexical_required,一般品質、法規或製程專業術語，可接受合理的單複數、詞性或語態變化
生產資訊,UDI_PI,strict_required,專有名詞、縮寫、代碼或型號，應精確維持指定寫法
生產階段,Manufacture stage,lexical_required,一般品質、法規或製程專業術語，可接受合理的單複數、詞性或語態變化
生管單位,Production Control Division,strict_required,正式部門或組織單位名稱，應固定使用指定譯名
生管單位依生產需求發出製程工令時,When Production Control Division issues process work order upon production demands,lexical_required,一般品質、法規或製程專業術語，可接受合理的單複數、詞性或語態變化
生管組,Production Control Section,strict_required,正式部門或組織單位名稱，應固定使用指定譯名
生鏽,rust,lexical_required,一般英文詞彙或專業用語，可接受合理的單複數、詞性、冠詞或大小寫變化
產品,Product,lexical_required,一般英文詞彙或專業用語，可接受合理的單複數、詞性、冠詞或大小寫變化
產品上市前,Pre-market stage,lexical_required,一般英文詞彙或專業用語，可接受合理的單複數、詞性、冠詞或大小寫變化
產品上市後,post-market stage,lexical_required,一般英文詞彙或專業用語，可接受合理的單複數、詞性、冠詞或大小寫變化
產品上市許可申請,Product On-market License Application,lexical_required,一般動詞或作業用語，可依句型調整時態、語態或詞形
產品上市許可申請前法規活動,Pre-submission regulatory activities,lexical_required,一般品質、法規或製程專業術語，可接受合理的單複數、詞性或語態變化
產品主要品質特性說明書,Product major quality characteristic report,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
產品之監控與量測,Monitor and measurement to product,lexical_required,一般品質、法規或製程專業術語，可接受合理的單複數、詞性或語態變化
產品企劃,Product Planning,lexical_required,一般英文詞彙或專業用語，可接受合理的單複數、詞性、冠詞或大小寫變化
產品企劃會議記錄,Product Proposal Review Meeting Minutes,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
產品停產管制程序,Product phase-out control procedure,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
